  Time                 , V(U2:OUT)            , V(V4:+) *5 + 0.8     
  1.951313018647e-005  ,8.533669050899e-001  ,3.511097416186e-001  
  1.952313035574e-005  ,8.583102378232e-001  ,3.443849806311e-001  
  1.953313052502e-005  ,8.632510026602e-001  ,3.377215985218e-001  
  1.954313069430e-005  ,8.681874999143e-001  ,3.311204929585e-001  
  1.955313086357e-005  ,8.731210351438e-001  ,3.245825532192e-001  
  1.956313103285e-005  ,8.780480770312e-001  ,3.181086600727e-001  
  1.957313120213e-005  ,8.829709487773e-001  ,3.116996856593e-001  
  1.958313137141e-005  ,8.878855732085e-001  ,3.053564933740e-001  
  1.959313154068e-005  ,8.927924828141e-001  ,2.990799377495e-001  
  1.960313170996e-005  ,8.976898041451e-001  ,2.928708643418e-001  
  1.961313187924e-005  ,9.025755927439e-001  ,2.867301096158e-001  
  1.962313204852e-005  ,9.074479520015e-001  ,2.806585008326e-001  
  1.963313221779e-005  ,9.123043385100e-001  ,2.746568559383e-001  
  1.964313238707e-005  ,9.171420952393e-001  ,2.687259834539e-001  
  1.965313255635e-005  ,9.219578947047e-001  ,2.628666823659e-001  
  1.966313272562e-005  ,9.267481449173e-001  ,2.570797420191e-001  
  1.967313289490e-005  ,9.315085449423e-001  ,2.513659420100e-001  
  1.968313306418e-005  ,9.362343984285e-001  ,2.457260520820e-001  
  1.969313323346e-005  ,9.409202660024e-001  ,2.401608320216e-001  
  1.970313340273e-005  ,9.455602176088e-001  ,2.346710315558e-001  
  1.971313357201e-005  ,9.501475735488e-001  ,2.292573902518e-001  
  1.972313374129e-005  ,9.546751220830e-001  ,2.239206374164e-001  
  1.973313391056e-005  ,9.591349432482e-001  ,2.186614919985e-001  
  1.974313407984e-005  ,9.635186113747e-001  ,2.134806624920e-001  
  1.975313424912e-005  ,9.678170936346e-001  ,2.083788468403e-001  
  1.976313441840e-005  ,9.720209480343e-001  ,2.033567323423e-001  
  1.977313458767e-005  ,9.761202839191e-001  ,1.984149955600e-001  
  1.978313475695e-005  ,9.801049564868e-001  ,1.935543022270e-001  
  1.979313492623e-005  ,9.839645730468e-001  ,1.887753071591e-001  
  1.980313509550e-005  ,9.876886790259e-001  ,1.840786541660e-001  
  1.981313526478e-005  ,9.912667922245e-001  ,1.794649759644e-001  
  1.982313543406e-005  ,9.946885734836e-001  ,1.749348940932e-001  
  1.983313560334e-005  ,9.979438735369e-001  ,1.704890188293e-001  
  1.984313577261e-005  ,1.001022882352e+000  ,1.661279491056e-001  
  1.985313594189e-005  ,1.003916177564e+000  ,1.618522724303e-001  
  1.986313611117e-005  ,1.006614849014e+000  ,1.576625648079e-001  
  1.987313628044e-005  ,1.009110541556e+000  ,1.535593906611e-001  
  1.988313644972e-005  ,1.011395554959e+000  ,1.495433027555e-001  
  1.989313661900e-005  ,1.013462877136e+000  ,1.456148421244e-001  
  1.990313678828e-005  ,1.015306260596e+000  ,1.417745379966e-001  
  1.991313695755e-005  ,1.016920245140e+000  ,1.380229077244e-001  
  1.992313712683e-005  ,1.018300213101e+000  ,1.343604567145e-001  
  1.993313729611e-005  ,1.019442401316e+000  ,1.307876783597e-001  
  1.994313746539e-005  ,1.020343937364e+000  ,1.273050539723e-001  
  1.995313763466e-005  ,1.021002840929e+000  ,1.239130527193e-001  
  1.996313780394e-005  ,1.021418042659e+000  ,1.206121315595e-001  
  1.997313797322e-005  ,1.021589374823e+000  ,1.174027351815e-001  
  1.998313814249e-005  ,1.021517573912e+000  ,1.142852959441e-001  
  1.999313831177e-005  ,1.021204259303e+000  ,1.112602338179e-001  
  2.000000000000e-005  ,1.020850712947e+000  ,1.092382159516e-001  
